accession_no,company_name,file_date,announcement_type,is_genuine_ai_event,item_codes,item_in_scope,filing_url
0001628280-25-008136:pstg-ex991q4fy2025.htm,"Pure Storage, Inc.  (PSTG)  (CIK 0001474432)",2025-02-26,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1474432
0001437749-25-005571:ex_783493.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2025-02-28,,,"3.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001568100-25-000019:ex991-pagerdutyq4fy25earni.htm,"PagerDuty, Inc.  (PD)  (CIK 0001568100)",2025-03-13,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1568100
0001477932-25-001873:haia_8k.htm,"Healthcare AI Acquisition Corp.  (HAIAF, HAIUF, HAIWF)  (CIK 0001848861)",2025-03-20,,,8.01,Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001013762-25-004080:ea0236158-8k_treasure.htm,TREASURE GLOBAL INC  (TGL)  (CIK 0001905956),2025-03-28,,,"1.01,3.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1905956
0001641172-25-003424:ex99-1.htm,"HUMBL, INC.  (HMBL)  (CIK 0001119190)",2025-04-09,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1119190
0001477932-25-002824:haia_8k.htm,"Healthcare AI Acquisition Corp.  (HAIAF, HAIUF, HAIWF)  (CIK 0001848861)",2025-04-17,,,8.01,Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001641172-25-008631:form8-k.htm,Bubblr Inc.  (BBLR)  (CIK 0001873722),2025-05-05,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1873722
0001477932-25-003363:haia_8k.htm,"Healthcare AI Acquisition Corp.  (HAIAF, HAIUF, HAIWF)  (CIK 0001848861)",2025-05-06,,,"5.03,5.07,8.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001104659-25-050437:tm2515499d1_ex2-1.htm,SANMINA CORP  (SANM)  (CIK 0000897723),2025-05-19,,,"1.01,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=897723
0001683168-25-003853:kinetic_ex9901.htm,Kinetic Seas Inc.  (KSEZ)  (CIK 0001945619),2025-05-20,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1945619
0001213900-25-046835:ea024315901ex10-2_taracq1.htm,"Target Global Acquisition I Corp.  (TGAAF, TGAUF, TGAWF)  (CIK 0001847355)",2025-05-22,,,"1.01,1.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1847355
0001973047-25-000011:ex99_1.htm,MARKY CORP.  (MRKY)  (CIK 0001973047),2025-05-30,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1973047
0001607939-25-000075:revolvingcreditfacilityprq.htm,"Udemy, Inc.  (UDMY)  (CIK 0001607939)",2025-06-03,,,"1.01,2.03,7.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1607939
0001641172-25-013598:form8-k.htm,"VIP Play, Inc.  (VIPZ)  (CIK 0001832161)",2025-06-04,,,"1.01,2.03,3.02,5.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1832161
0001437749-25-019869:ex_828472.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2025-06-09,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001683168-25-004337:nixxy_8k.htm,"Nixxy, Inc.  (NIXX, NIXXW)  (CIK 0001462223)",2025-06-09,,,"1.01,3.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1462223
0001641172-25-014420:ex99-1.htm,"Brand Engagement Network Inc.  (BNAI, BNAIW)  (CIK 0001838163)",2025-06-10,,,"1.01,2.02,2.03,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1838163
0001213900-25-055182:ea024593301ex99-1_citius.htm,"CITIUS ONCOLOGY, INC.  (CTOR)  (CIK 0001851484)",2025-06-17,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1851484
0001193125-25-143139:d21948dex101.htm,Veradigm Inc.  (MDRX)  (CIK 0001124804),2025-06-20,,,"1.01,2.03,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1124804
0001104659-25-064720:tm2519290d2_ex99-1.htm,"B&G Foods, Inc.  (BGS)  (CIK 0001278027)",2025-07-01,,,"1.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1278027
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001213900-25-061210:ea024767801ex2-1_briley.htm,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",2025-07-03,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464790
0001193125-25-155862:d98718dex991.htm,WNS (HOLDINGS) LTD  (WNS)  (CIK 0001356570),2025-07-07,,,"1.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1356570
0001472375-25-000074:exhibit10-1.htm,Agassi Sports Entertainment Corp.  (AASP)  (CIK 0000930245),2025-07-09,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=930245
0001437749-25-022531:ex_837295.htm,OPTICAL CABLE CORP  (OCC)  (CIK 0001000230),2025-07-10,,,"1.01,3.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1000230
0000730708-25-000152:sbcfpressrelease20250711.htm,SEACOAST BANKING CORP OF FLORIDA  (SBCF)  (CIK 0000730708),2025-07-11,,,"2.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=730708
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000070858-25-000254:bac063025ex992.htm,"BANK OF AMERICA CORP /DE/  (BAC, BAC-PB, BAC-PE, BAC-PK, BAC-PL, BAC-PM, BAC-PN, BAC-PO, BAC-PP, BML-PG, BML-PH, BML-PJ, BML-PL)  (CIK 0000070858)",2025-07-16,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=70858
0000950170-25-096670:phun-ex99_1.htm,"Phunware, Inc.  (PHUN)  (CIK 0001665300)",2025-07-17,,,"1.01,5.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1665300
0001516912-25-000129:a06_30x2025obkinvestorpr.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2025-07-23,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001517375-25-000114:projectclover-draftshare.htm,"Sprout Social, Inc.  (SPT)  (CIK 0001517375)",2025-07-30,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1517375
0001653558-25-000107:assetpurchaseagreement-boo.htm,"Priority Technology Holdings, Inc.  (PRTH, PRTHU)  (CIK 0001653558)",2025-08-19,,,"1.01,2.03,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1653558
0001653558-25-000107:assetpurchaseagreement-boo.htm,"Priority Technology Holdings, Inc.  (PRTH, PRTHU)  (CIK 0001653558)",2025-08-19,,,"1.01,2.03,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1653558
0001558370-25-011698:smbk-20250820xex99d1.htm,SMARTFINANCIAL INC.  (SMBK)  (CIK 0001038773),2025-08-20,,,"1.01,2.03,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1038773
0001663577-25-000273:ex99_1.htm,iQSTEL Inc  (IQST)  (CIK 0001527702),2025-09-03,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1527702
0001213900-25-086243:ea025660401ex99-1_sound.htm,"SOUNDHOUND AI, INC.  (SOUN, SOUNW)  (CIK 0001840856)",2025-09-09,,,"1.01,2.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1840856
0001779128-25-000114:cardio-stockpurchaseandsal.htm,"Strata Critical Medical, Inc.  (SRTA, SRTAW)  (CIK 0001779128)",2025-09-16,,,"1.01,2.01,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1779128
0001437749-25-029311:ex_862212.htm,"Atlanticus Holdings Corp  (ATLC, ATLCL, ATLCP, ATLCZ)  (CIK 0001464343)",2025-09-17,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464343
0001437749-25-029311:ex_862212.htm,"Atlanticus Holdings Corp  (ATLC, ATLCL, ATLCP, ATLCZ)  (CIK 0001464343)",2025-09-17,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464343
0001437749-25-029311:ex_862212.htm,"Atlanticus Holdings Corp  (ATLC, ATLCL, ATLCP, ATLCZ)  (CIK 0001464343)",2025-09-17,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464343
0001437749-25-029311:ex_862212.htm,"Atlanticus Holdings Corp  (ATLC, ATLCL, ATLCP, ATLCZ)  (CIK 0001464343)",2025-09-17,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1464343
0001213900-25-091355:ea025855901ex99-2_faraday.htm,"FARADAY FUTURE INTELLIGENT ELECTRIC INC.  (FFAI, FFAIW)  (CIK 0001805521)",2025-09-25,,,"1.01,3.03,5.03,5.07,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1805521
0001193125-25-218437:tipt-ex10_1.htm,TIPTREE INC.  (TIPT)  (CIK 0001393726),2025-09-26,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1393726
0001213900-25-092644:ea025912301ex99-1_getty.htm,"Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",2025-09-29,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1898496
0001628280-25-043526:a101assetpurchaseandcontri.htm,"Priority Technology Holdings, Inc.  (PRTH, PRTHU)  (CIK 0001653558)",2025-10-02,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1653558
0001628280-25-043526:a101assetpurchaseandcontri.htm,"Priority Technology Holdings, Inc.  (PRTH, PRTHU)  (CIK 0001653558)",2025-10-02,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1653558
0001213900-25-096641:ea026033401ex99-2_getty.htm,"Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",2025-10-06,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1898496
0001104659-25-097138:tm2528018d1_ex99-1.htm,"Entero Therapeutics, Inc.  (ENTO)  (CIK 0001604191)",2025-10-06,,,"1.01,2.01,3.02,5.03,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1604191
0000730708-25-000204:sbcfpressrelease20251001.htm,SEACOAST BANKING CORP OF FLORIDA  (SBCF)  (CIK 0000730708),2025-10-06,,,"2.01,3.03,5.03,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=730708
0001213900-25-097432:ea026069601ex99-1_myseum.htm,"Myseum, Inc.  (MYSE, MYSEW)  (CIK 0001648960)",2025-10-08,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1648960
0001213900-25-097432:ea026069601ex99-1_myseum.htm,"Myseum, Inc.  (MYSE, MYSEW)  (CIK 0001648960)",2025-10-08,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1648960
0001213900-25-098302:ea026104501ex99-1_zedge.htm,"Zedge, Inc.  (ZDGE)  (CIK 0001667313)",2025-10-14,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1667313
0001104659-25-102342:tm2529504d1_ex99-1.htm,"B&G Foods, Inc.  (BGS)  (CIK 0001278027)",2025-10-27,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1278027
0001213900-25-105664:ea026367501ex2-1_ondas.htm,Ondas Holdings Inc.  (ONDS)  (CIK 0001646188),2025-11-04,,,"1.01,3.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1646188
0001702015-25-000007:ais_super8ko.htm,"AIS Holdings Group, Inc.  (AIDG)  (CIK 0001702015)",2025-11-18,,,"1.01,5.06,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1702015
0001477932-25-008469:haia_8k.htm,"Healthcare AI Acquisition Corp.  (HAIAF, HAIUF, HAIWF)  (CIK 0001848861)",2025-11-19,,,8.01,Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001104659-25-115429:tm2530364d3_ex99-01.htm,OGE ENERGY CORP.  (OGE)  (CIK 0001021635),2025-11-24,,,"1.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1021635
0001193125-25-304079:d56102dex991.htm,S&P Global Inc.  (SPGI)  (CIK 0000064040),2025-12-01,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64040
0001437749-25-036800:ex_894535.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2025-12-03,,,"1.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001679268-25-000046:ex101equitypurchaseagree.htm,"MAMMOTH ENERGY SERVICES, INC.  (TUSK)  (CIK 0001679268)",2025-12-04,,,"1.01,2.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1679268
0001104659-25-118524:tm2532710d1_ex99-2.htm,GridAI Technologies Corp.  (ENTO)  (CIK 0001604191),2025-12-04,,,"1.01,5.02,5.03,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1604191
0001213900-25-119878:ea026910601ex99-1_healthcare.htm,"Healthcare Triangle, Inc.  (HCTI)  (CIK 0001839285)",2025-12-10,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1839285
0000107140-25-000200:exhibit991-sharerepurchase.htm,"JOHN WILEY & SONS, INC.  (WLY, WLYB)  (CIK 0000107140)",2025-12-10,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=107140
0000107140-25-000200:exhibit991-sharerepurchase.htm,"JOHN WILEY & SONS, INC.  (WLY, WLYB)  (CIK 0000107140)",2025-12-10,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=107140
0001213900-25-121489:ea026962401ex2-1_avalon.htm,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2025-12-15,,,"1.01,2.01,2.03,3.02,5.02,5.03,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1630212
0001477932-25-009037:skky_ex991.htm,"Skkynet Cloud Systems, Inc.  (SKKY)  (CIK 0001546853)",2025-12-18,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1546853
0000730708-25-000240:sbcfpressrelease20251219.htm,SEACOAST BANKING CORP OF FLORIDA  (SBCF)  (CIK 0000730708),2025-12-19,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=730708
0001213900-26-000442:ea0271520-8k_treasure.htm,TREASURE GLOBAL INC  (TGL)  (CIK 0001905956),2026-01-02,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1905956
0001213900-26-003178:ea027252201ex99-1_avalon.htm,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2026-01-12,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1630212
0001672688-26-000003:finalabscijpm2026present.htm,Absci Corp  (ABSI)  (CIK 0001672688),2026-01-14,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1672688
0001213900-26-005920:ea027345401ex2-1_serve.htm,Serve Robotics Inc. /DE/  (SERV)  (CIK 0001832483),2026-01-21,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1832483
0001437749-26-001590:ex_910027.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2026-01-21,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001493152-26-003264:ex2-1.htm,"Perimeter Solutions, Inc.  (PRM)  (CIK 0001880319)",2026-01-22,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1880319
0001213900-26-008594:ea027437301ex99-1_healthcare.htm,"Healthcare Triangle, Inc.  (HCTI)  (CIK 0001839285)",2026-01-28,,,"1.01,2.01,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1839285
0001516912-26-000008:a12312025obkexhibit991er.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2026-01-28,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001628280-26-004149:sbcf4q2025earningsrelease.htm,SEACOAST BANKING CORP OF FLORIDA  (SBCF)  (CIK 0000730708),2026-01-29,,,"2.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=730708
0001193125-26-039518:ck0001852317-ex10_9.htm,Fidelity Wise Origin Bitcoin Fund  (FBTC)  (CIK 0001852317),2026-02-05,,,"1.01,5.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1852317
0001929561-26-000006:earningspresentation-q42.htm,"RXO, Inc.  (RXO)  (CIK 0001929561)",2026-02-06,,,"1.01,1.02,2.02,2.03,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1929561
0001213900-26-018806:ea027771301ex2-1_serve.htm,Serve Robotics Inc. /DE/  (SERV)  (CIK 0001832483),2026-02-20,,,"2.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1832483
0001549346-26-000014:gettyimagesandshuttersto.htm,"Shutterstock, Inc.  (SSTK)  (CIK 0001549346)",2026-02-23,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1549346
